stationno,datetime,datetime,datetime
660,56,1933-04-17 12:00:00+00:00,1944-10-31 08:00:00+00:00
661,55,1933-06-05 08:00:00+00:00,1945-02-18 12:00:00+00:00
662,71,1933-05-01 20:00:00+00:00,1945-02-18 08:00:00+00:00
663,40,1933-06-13 20:00:00+00:00,1944-12-30 08:00:00+00:00
664,68,1933-07-04 16:00:00+00:00,1945-02-13 04:00:00+00:00
665,38,1933-05-16 16:00:00+00:00,1944-08-30 16:00:00+00:00
666,77,1933-05-16 20:00:00+00:00,1945-02-12 20:00:00+00:00
667,783,1932-05-16 12:00:00+00:00,1944-11-23 04:00:00+00:00
668,233,1930-04-03 20:00:00+00:00,1945-01-30 20:00:00+00:00
669,76,1930-04-03 16:00:00+00:00,1944-10-28 20:00:00+00:00
670,114,1928-09-30 12:00:00+00:00,1945-02-12 12:00:00+00:00
671,99,1934-05-08 16:00:00+00:00,1945-01-11 08:00:00+00:00
672,102,1934-05-08 08:00:00+00:00,1945-08-18 12:00:00+00:00
673,75,1928-10-15 16:00:00+00:00,1945-08-18 16:00:00+00:00
674,132,1926-01-21 08:00:00+00:00,1945-06-25 12:00:00+00:00
675,158,1926-01-21 12:00:00+00:00,1945-05-19 16:00:00+00:00
676,251,1927-04-25 12:00:00+00:00,1945-06-11 12:00:00+00:00
677,42,1927-04-24 12:00:00+00:00,1945-08-18 08:00:00+00:00
678,56,1929-02-07 16:00:00+00:00,1945-07-04 16:00:00+00:00
679,79,1926-02-24 16:00:00+00:00,1945-06-13 12:00:00+00:00
680,204,1926-01-25 08:00:00+00:00,1945-03-08 16:00:00+00:00
681,21,1929-01-15 20:00:00+00:00,1944-03-12 12:00:00+00:00
682,11,1929-01-15 16:00:00+00:00,1944-06-18 12:00:00+00:00
685,26,1926-02-10 08:00:00+00:00,1944-05-01 08:00:00+00:00
686,66,1926-02-06 08:00:00+00:00,1944-04-25 20:00:00+00:00
687,34,1927-01-20 08:00:00+00:00,1944-02-20 12:00:00+00:00
688,16,1929-02-22 08:00:00+00:00,1944-01-17 20:00:00+00:00
689,14,1926-01-30 08:00:00+00:00,1943-11-22 16:00:00+00:00
690,15,1928-03-05 08:00:00+00:00,1943-11-02 12:00:00+00:00
699,35,1926-03-24 08:00:00+00:00,1943-11-20 12:00:00+00:00
700,61,1929-05-05 12:00:00+00:00,1944-09-06 16:00:00+00:00
701,48,1929-05-05 08:00:00+00:00,1944-10-02 16:00:00+00:00
702,49,1926-03-25 08:00:00+00:00,1944-10-22 16:00:00+00:00
703,44,1926-03-25 16:00:00+00:00,1944-12-29 20:00:00+00:00
704,33,1926-02-06 16:00:00+00:00,1944-07-21 20:00:00+00:00
705,72,1930-07-15 08:00:00+00:00,1944-11-07 08:00:00+00:00
706,25,1936-05-02 08:00:00+00:00,1944-11-07 12:00:00+00:00
707,26,1929-01-19 16:00:00+00:00,1944-11-07 16:00:00+00:00
708,20,1930-07-03 16:00:00+00:00,1944-10-29 04:00:00+00:00
709,46,1933-05-08 16:00:00+00:00,1944-10-29 12:00:00+00:00
710,13,1936-11-13 08:00:00+00:00,1945-02-21 20:00:00+00:00
711,13,1921-03-16 07:00:00+00:00,1945-02-21 20:00:00+00:00
712,15,1930-07-04 08:00:00+00:00,1945-02-21 16:00:00+00:00
713,14,1934-11-21 08:00:00+00:00,1944-10-21 12:00:00+00:00
714,16,1930-02-17 12:00:00+00:00,1944-10-21 08:00:00+00:00
715,50,1926-03-30 08:00:00+00:00,1944-06-26 20:00:00+00:00
716,49,1929-05-08 16:00:00+00:00,1945-03-04 12:00:00+00:00
717,46,1930-08-02 12:00:00+00:00,1945-03-04 16:00:00+00:00
718,89,1928-10-13 12:00:00+00:00,1945-07-11 08:00:00+00:00
719,56,1929-10-16 08:00:00+00:00,1945-07-11 16:00:00+00:00
720,71,1929-03-07 08:00:00+00:00,1945-04-29 12:00:00+00:00
721,278,1929-10-13 20:00:00+00:00,1945-02-19 16:00:00+00:00
722,904,1926-10-25 08:00:00+00:00,1945-05-29 20:00:00+00:00
723,388,1926-08-31 08:00:00+00:00,1945-04-29 16:00:00+00:00
724,398,1929-11-12 20:00:00+00:00,1945-05-22 12:00:00+00:00
725,106,1926-08-10 08:00:00+00:00,1945-05-22 20:00:00+00:00
726,77,1933-03-20 08:00:00+00:00,1944-12-21 04:00:00+00:00
727,60,1934-03-16 12:00:00+00:00,1945-03-26 12:00:00+00:00
728,64,1934-03-16 16:00:00+00:00,1944-12-20 20:00:00+00:00
729,66,1932-03-18 12:00:00+00:00,1945-05-05 12:00:00+00:00
730,92,1934-11-15 12:00:00+00:00,1945-05-30 08:00:00+00:00
731,50,1934-11-15 08:00:00+00:00,1945-05-30 12:00:00+00:00
732,59,1935-05-05 04:00:00+00:00,1945-05-03 20:00:00+00:00
733,171,1929-06-01 04:00:00+00:00,1945-04-26 16:00:00+00:00
734,75,1932-02-04 16:00:00+00:00,1945-04-22 16:00:00+00:00
735,198,1932-04-26 12:00:00+00:00,1945-08-04 16:00:00+00:00
736,62,1933-01-27 08:00:00+00:00,1945-07-08 16:00:00+00:00
737,59,1933-01-27 16:00:00+00:00,1945-08-05 08:00:00+00:00
738,55,1933-08-22 08:00:00+00:00,1945-08-05 12:00:00+00:00
739,61,1935-05-19 08:00:00+00:00,1945-08-05 16:00:00+00:00
740,74,1935-05-08 08:00:00+00:00,1945-08-31 12:00:00+00:00
741,53,1932-03-01 16:00:00+00:00,1945-06-01 12:00:00+00:00
742,83,1932-05-07 12:00:00+00:00,1945-05-27 08:00:00+00:00
743,82,1932-03-01 08:00:00+00:00,1945-05-29 08:00:00+00:00
744,88,1932-06-23 12:00:00+00:00,1945-08-20 08:00:00+00:00
745,65,1928-06-11 08:00:00+00:00,1945-02-23 20:00:00+00:00
746,28,1933-03-17 08:00:00+00:00,1944-11-18 20:00:00+00:00
747,34,1933-03-17 12:00:00+00:00,1945-01-08 20:00:00+00:00
748,71,1935-06-06 12:00:00+00:00,1945-02-14 16:00:00+00:00
749,55,1932-08-05 16:00:00+00:00,1945-02-15 08:00:00+00:00
750,43,1930-08-09 08:00:00+00:00,1945-07-12 08:00:00+00:00
751,44,1930-08-09 12:00:00+00:00,1945-05-30 04:00:00+00:00
752,56,1930-08-09 16:00:00+00:00,1945-07-26 08:00:00+00:00
753,74,1928-04-26 08:00:00+00:00,1945-04-06 20:00:00+00:00
754,1625,1935-05-10 12:00:00+00:00,1945-02-27 12:00:00+00:00
755,88,1934-05-21 08:00:00+00:00,1945-02-27 20:00:00+00:00
756,65,1926-01-08 12:00:00+00:00,1977-07-19 17:00:00+00:00
757,31,1930-08-10 16:00:00+00:00,1945-02-14 04:00:00+00:00
758,43,1933-02-08 08:00:00+00:00,1944-11-28 08:00:00+00:00
759,50,1932-04-17 08:00:00+00:00,1945-01-28 20:00:00+00:00
760,54,1932-04-17 12:00:00+00:00,1945-03-16 04:00:00+00:00
761,52,1930-08-11 08:00:00+00:00,1945-08-13 12:00:00+00:00
762,54,1930-08-11 12:00:00+00:00,1945-05-23 08:00:00+00:00
763,46,1933-06-18 16:00:00+00:00,1945-02-13 08:00:00+00:00
764,60,1933-05-01 16:00:00+00:00,1945-01-14 20:00:00+00:00
765,73,1930-08-12 08:00:00+00:00,1945-02-12 20:00:00+00:00
766,80,1930-08-12 12:00:00+00:00,1944-12-14 08:00:00+00:00
767,60,1930-08-12 16:00:00+00:00,1944-12-14 12:00:00+00:00
768,75,1933-09-20 12:00:00+00:00,1945-02-12 16:00:00+00:00
769,118,1933-05-21 12:00:00+00:00,1945-02-12 12:00:00+00:00
770,167,1928-09-30 08:00:00+00:00,1945-02-12 08:00:00+00:00
771,873,1928-10-10 12:00:00+00:00,1945-03-23 04:00:00+00:00
772,147,1927-01-28 08:00:00+00:00,1945-02-12 04:00:00+00:00
773,88,1926-01-10 08:00:00+00:00,1945-03-17 12:00:00+00:00
774,242,1928-04-18 08:00:00+00:00,1945-06-25 08:00:00+00:00
775,593,1926-01-19 12:00:00+00:00,1945-06-22 16:00:00+00:00
776,12719,1926-01-01 08:00:00+00:00,1949-05-25 12:00:00+00:00
777,191,1927-01-07 08:00:00+00:00,1945-06-13 16:00:00+00:00
778,35,1930-06-24 08:00:00+00:00,1945-05-20 08:00:00+00:00
779,87,1928-04-17 12:00:00+00:00,1945-07-02 20:00:00+00:00
780,146,1926-02-14 08:00:00+00:00,1945-07-02 08:00:00+00:00
781,68,1929-01-26 12:00:00+00:00,1945-07-02 16:00:00+00:00
782,90,1926-03-14 08:00:00+00:00,1944-12-13 12:00:00+00:00
783,46,1926-03-14 12:00:00+00:00,1944-12-13 16:00:00+00:00
784,30,1926-02-13 08:00:00+00:00,1945-07-03 08:00:00+00:00
785,23,1927-02-28 08:00:00+00:00,1945-07-03 16:00:00+00:00
786,20,1927-06-05 08:00:00+00:00,1939-01-11 16:00:00+00:00
787,28,1927-03-23 08:00:00+00:00,1944-12-14 12:00:00+00:00
788,25,1926-02-05 16:00:00+00:00,1944-04-30 16:00:00+00:00
789,16,1926-02-05 12:00:00+00:00,1944-04-26 08:00:00+00:00
790,24,1926-01-30 12:00:00+00:00,1944-04-26 12:00:00+00:00
793,11,1929-07-29 08:00:00+00:00,1930-11-06 12:00:00+00:00
803,31,1932-02-12 20:00:00+00:00,1944-10-21 16:00:00+00:00
804,43,1929-01-19 08:00:00+00:00,1944-11-07 04:00:00+00:00
805,40,1926-02-06 08:00:00+00:00,1944-12-30 04:00:00+00:00
806,28,1927-02-22 08:00:00+00:00,1944-12-30 08:00:00+00:00
807,15,1929-03-18 12:00:00+00:00,1944-06-09 20:00:00+00:00
811,12,1930-07-10 16:00:00+00:00,1944-05-12 08:00:00+00:00
812,13,1930-08-01 12:00:00+00:00,1944-05-14 16:00:00+00:00
813,19,1930-08-01 16:00:00+00:00,1945-03-04 04:00:00+00:00
815,25,1929-01-16 12:00:00+00:00,1945-03-04 08:00:00+00:00
816,73,1926-02-02 12:00:00+00:00,1945-01-17 04:00:00+00:00
817,86,1929-03-21 08:00:00+00:00,1945-01-18 16:00:00+00:00
818,59,1928-10-13 08:00:00+00:00,1945-01-18 16:00:00+00:00
819,38,1931-10-01 20:00:00+00:00,1945-03-04 16:00:00+00:00
820,196,1929-03-07 16:00:00+00:00,1945-06-20 08:00:00+00:00
821,151,1930-10-08 08:00:00+00:00,1945-02-19 20:00:00+00:00
822,6914,1926-08-11 08:00:00+00:00,1945-06-19 16:00:00+00:00
823,5157,1926-08-14 08:00:00+00:00,1945-07-12 12:00:00+00:00
824,404,1926-08-16 08:00:00+00:00,1945-07-12 16:00:00+00:00
825,133,1929-09-13 08:00:00+00:00,1945-05-22 16:00:00+00:00
826,60,1934-03-16 08:00:00+00:00,1945-03-27 04:00:00+00:00
827,87,1930-07-15 12:00:00+00:00,1945-06-20 16:00:00+00:00
828,67,1933-11-27 12:00:00+00:00,1945-05-28 08:00:00+00:00
829,91,1932-02-03 16:00:00+00:00,1945-02-22 16:00:00+00:00
830,54,1935-05-04 16:00:00+00:00,1945-05-30 16:00:00+00:00
831,40,1932-09-30 16:00:00+00:00,1945-05-09 16:00:00+00:00
832,59,1935-05-04 20:00:00+00:00,1945-05-28 16:00:00+00:00
833,80,1929-08-17 12:00:00+00:00,1945-01-01 04:00:00+00:00
834,431,1929-06-17 16:00:00+00:00,1945-05-20 16:00:00+00:00
835,339,1928-04-21 08:00:00+00:00,1945-05-13 04:00:00+00:00
836,69,1932-02-03 16:00:00+00:00,1945-07-31 08:00:00+00:00
837,67,1932-03-15 16:00:00+00:00,1945-07-31 16:00:00+00:00
838,94,1932-05-08 16:00:00+00:00,1945-07-31 16:00:00+00:00
839,84,1932-03-15 20:00:00+00:00,1945-08-31 16:00:00+00:00
840,86,1928-06-19 08:00:00+00:00,1945-06-06 16:00:00+00:00
841,69,1932-03-14 16:00:00+00:00,1945-05-29 16:00:00+00:00
842,79,1932-03-01 12:00:00+00:00,1945-06-19 20:00:00+00:00
843,39,1933-03-16 16:00:00+00:00,1945-02-20 16:00:00+00:00
844,50,1933-04-19 20:00:00+00:00,1945-08-21 16:00:00+00:00
845,111,1933-07-26 20:00:00+00:00,1945-02-15 20:00:00+00:00
846,80,1932-03-14 08:00:00+00:00,1945-02-24 04:00:00+00:00
847,53,1930-08-08 16:00:00+00:00,1945-02-24 04:00:00+00:00
848,32,1933-05-14 16:00:00+00:00,1945-05-30 12:00:00+00:00
849,23,1934-10-28 12:00:00+00:00,1945-05-30 08:00:00+00:00
850,44,1934-10-28 08:00:00+00:00,1945-07-12 12:00:00+00:00
851,50,1932-07-25 12:00:00+00:00,1945-07-12 16:00:00+00:00
852,117,1932-07-25 16:00:00+00:00,1945-03-21 16:00:00+00:00
853,52,1932-02-08 16:00:00+00:00,1945-06-24 16:00:00+00:00
854,65,1932-07-12 08:00:00+00:00,1945-03-21 08:00:00+00:00
855,36,1932-09-15 16:00:00+00:00,1945-02-19 16:00:00+00:00
856,30,1934-10-15 16:00:00+00:00,1944-11-21 04:00:00+00:00
857,31,1928-04-27 08:00:00+00:00,1945-01-31 04:00:00+00:00
858,35,1938-01-23 08:00:00+00:00,1945-01-26 04:00:00+00:00
859,40,1933-02-07 12:00:00+00:00,1945-01-13 16:00:00+00:00
860,44,1935-05-16 08:00:00+00:00,1945-05-23 16:00:00+00:00
861,33,1935-05-17 16:00:00+00:00,1945-05-23 12:00:00+00:00
862,34,1934-01-14 20:00:00+00:00,1945-08-13 16:00:00+00:00
863,42,1932-04-18 08:00:00+00:00,1944-09-26 08:00:00+00:00
864,50,1932-04-18 16:00:00+00:00,1945-01-12 12:00:00+00:00
865,545,1928-10-02 08:00:00+00:00,1944-12-13 20:00:00+00:00
866,306,1932-12-25 08:00:00+00:00,1944-11-19 16:00:00+00:00
867,164,1930-04-05 08:00:00+00:00,1945-08-16 08:00:00+00:00
868,128,1931-04-23 16:00:00+00:00,1945-08-16 12:00:00+00:00
869,83,1930-06-08 16:00:00+00:00,1945-04-02 04:00:00+00:00
870,77,1929-06-08 16:00:00+00:00,1945-05-23 12:00:00+00:00
871,113,1927-05-17 08:00:00+00:00,1945-06-14 16:00:00+00:00
872,119,1928-03-14 08:00:00+00:00,1945-06-14 12:00:00+00:00
873,119,1927-04-28 08:00:00+00:00,1945-06-14 08:00:00+00:00
874,195,1926-11-03 12:00:00+00:00,1945-07-01 16:00:00+00:00
875,184,1926-02-25 16:00:00+00:00,1945-03-23 12:00:00+00:00
876,1061,1926-05-27 08:00:00+00:00,1945-07-02 08:00:00+00:00
877,264,1927-05-26 08:00:00+00:00,1945-07-02 12:00:00+00:00
878,50,1929-01-05 20:00:00+00:00,1945-02-17 12:00:00+00:00
879,171,1926-02-26 08:00:00+00:00,1945-05-20 16:00:00+00:00
880,168,1926-02-19 08:00:00+00:00,1945-03-09 04:00:00+00:00
881,30,1930-02-27 08:00:00+00:00,1945-02-10 08:00:00+00:00
882,51,1929-01-15 08:00:00+00:00,1944-12-26 08:00:00+00:00
883,44,1926-03-14 16:00:00+00:00,1944-12-26 12:00:00+00:00
884,43,1927-04-18 08:00:00+00:00,1944-12-26 16:00:00+00:00
885,33,1927-06-08 08:00:00+00:00,1944-12-26 20:00:00+00:00
886,26,1926-02-12 16:00:00+00:00,1944-06-13 20:00:00+00:00
887,36,1926-02-12 08:00:00+00:00,1944-06-13 16:00:00+00:00
888,18,1926-02-11 08:00:00+00:00,1945-07-04 12:00:00+00:00
889,25,1926-02-11 12:00:00+00:00,1945-07-04 16:00:00+00:00
890,68,1926-02-05 08:00:00+00:00,1944-02-25 16:00:00+00:00
891,45,1926-01-30 16:00:00+00:00,1944-04-30 08:00:00+00:00
892,16,1929-11-11 08:00:00+00:00,1944-02-25 08:00:00+00:00
896,13,1929-07-26 16:00:00+00:00,1937-09-29 08:00:00+00:00
897,24,1929-07-27 08:00:00+00:00,1930-11-05 12:00:00+00:00
903,310,1938-06-19 12:00:00+00:00,1943-11-22 16:00:00+00:00
904,47,1926-03-26 08:00:00+00:00,1944-10-21 08:00:00+00:00
905,48,1926-03-26 16:00:00+00:00,1944-10-03 08:00:00+00:00
906,44,1929-05-06 08:00:00+00:00,1944-10-23 08:00:00+00:00
907,21,1929-03-18 16:00:00+00:00,1944-10-23 12:00:00+00:00
908,21,1926-02-05 16:00:00+00:00,1944-10-25 20:00:00+00:00
913,49,1942-05-06 20:00:00+00:00,1944-05-12 16:00:00+00:00
914,11,1942-04-17 16:00:00+00:00,1944-07-10 08:00:00+00:00
915,18,1936-12-04 08:00:00+00:00,1944-07-09 12:00:00+00:00
916,64,1926-02-02 08:00:00+00:00,1945-01-16 20:00:00+00:00
917,102,1929-02-28 12:00:00+00:00,1944-07-07 16:00:00+00:00
918,135,1930-09-25 12:00:00+00:00,1945-04-28 16:00:00+00:00
919,34,1930-09-25 08:00:00+00:00,1945-01-20 12:00:00+00:00
920,61,1929-10-15 20:00:00+00:00,1945-01-20 12:00:00+00:00
921,151,1931-04-16 20:00:00+00:00,1944-11-10 04:00:00+00:00
922,100,1928-10-05 12:00:00+00:00,1945-02-01 16:00:00+00:00
923,119,1929-10-13 08:00:00+00:00,1945-02-02 12:00:00+00:00
924,91,1926-08-08 08:00:00+00:00,1945-04-10 20:00:00+00:00
925,71,1926-08-19 08:00:00+00:00,1945-01-27 12:00:00+00:00
926,65,1933-03-19 12:00:00+00:00,1945-02-22 04:00:00+00:00
927,62,1933-03-28 08:00:00+00:00,1945-07-13 08:00:00+00:00
928,63,1932-02-03 08:00:00+00:00,1945-07-13 12:00:00+00:00
929,76,1932-02-03 12:00:00+00:00,1945-07-13 16:00:00+00:00
930,51,1933-06-28 16:00:00+00:00,1945-05-09 08:00:00+00:00
931,45,1933-07-09 12:00:00+00:00,1945-03-29 08:00:00+00:00
932,38,1932-09-30 08:00:00+00:00,1945-03-29 12:00:00+00:00
933,63,1933-06-04 20:00:00+00:00,1945-03-30 20:00:00+00:00
934,51,1932-02-03 08:00:00+00:00,1945-06-04 08:00:00+00:00
935,61,1932-02-03 12:00:00+00:00,1945-06-04 12:00:00+00:00
936,41,1932-03-02 12:00:00+00:00,1945-06-04 16:00:00+00:00
937,65,1932-03-02 08:00:00+00:00,1945-06-22 16:00:00+00:00
938,81,1932-03-13 12:00:00+00:00,1945-05-30 12:00:00+00:00
939,62,1932-06-22 08:00:00+00:00,1945-07-09 08:00:00+00:00
940,90,1932-06-22 12:00:00+00:00,1945-07-29 16:00:00+00:00
941,51,1932-03-14 08:00:00+00:00,1945-07-29 12:00:00+00:00
942,36,1932-03-14 12:00:00+00:00,1945-08-06 12:00:00+00:00
943,45,1930-08-07 16:00:00+00:00,1945-08-21 12:00:00+00:00
944,49,1933-04-03 12:00:00+00:00,1945-02-21 12:00:00+00:00
945,46,1933-04-03 08:00:00+00:00,1945-03-08 12:00:00+00:00
946,57,1930-08-08 08:00:00+00:00,1945-03-08 16:00:00+00:00
947,82,1930-06-12 12:00:00+00:00,1945-05-30 16:00:00+00:00
948,48,1930-06-12 08:00:00+00:00,1945-05-27 16:00:00+00:00
949,35,1928-04-25 08:00:00+00:00,1945-03-08 12:00:00+00:00
950,43,1932-05-06 16:00:00+00:00,1945-04-07 08:00:00+00:00
951,46,1932-02-08 08:00:00+00:00,1945-04-07 04:00:00+00:00
952,47,1930-06-11 16:00:00+00:00,1945-05-24 20:00:00+00:00
953,32,1930-06-11 12:00:00+00:00,1945-03-09 16:00:00+00:00
954,38,1930-06-11 08:00:00+00:00,1945-03-09 20:00:00+00:00
955,39,1932-02-23 20:00:00+00:00,1945-03-09 20:00:00+00:00
956,86,1934-10-17 12:00:00+00:00,1945-03-21 16:00:00+00:00
957,106,1932-02-08 12:00:00+00:00,1945-05-24 08:00:00+00:00
958,73,1930-06-10 16:00:00+00:00,1945-03-10 08:00:00+00:00
959,66,1930-06-10 12:00:00+00:00,1945-04-19 16:00:00+00:00
960,256,1930-06-10 08:00:00+00:00,1945-04-20 08:00:00+00:00
961,53,1934-01-20 16:00:00+00:00,1945-04-19 08:00:00+00:00
962,50,1935-10-13 16:00:00+00:00,1945-03-18 12:00:00+00:00
963,58,1930-06-09 16:00:00+00:00,1945-05-24 12:00:00+00:00
964,64,1930-06-09 12:00:00+00:00,1945-05-24 08:00:00+00:00
965,72,1930-06-09 08:00:00+00:00,1945-06-15 16:00:00+00:00
966,145,1928-10-08 12:00:00+00:00,1945-03-17 20:00:00+00:00
967,165,1932-04-19 08:00:00+00:00,1945-06-15 12:00:00+00:00
968,179,1930-04-14 16:00:00+00:00,1945-08-16 16:00:00+00:00
969,142,1930-04-12 08:00:00+00:00,1945-07-01 08:00:00+00:00
970,160,1929-06-08 20:00:00+00:00,1945-07-01 12:00:00+00:00
971,103,1928-09-29 16:00:00+00:00,1945-08-19 12:00:00+00:00
972,130,1928-09-29 12:00:00+00:00,1945-03-23 16:00:00+00:00
973,411,1927-03-08 08:00:00+00:00,1945-06-24 16:00:00+00:00
974,193,1926-01-07 16:00:00+00:00,1945-08-19 08:00:00+00:00
975,254,1926-02-26 08:00:00+00:00,1945-06-27 12:00:00+00:00
976,219,1927-03-31 08:00:00+00:00,1945-06-05 08:00:00+00:00
977,114,1927-05-09 08:00:00+00:00,1945-07-02 16:00:00+00:00
978,73,1927-04-01 08:00:00+00:00,1945-02-02 08:00:00+00:00
979,579,1926-03-01 08:00:00+00:00,1945-02-28 08:00:00+00:00
980,2073,1926-02-15 08:00:00+00:00,1945-07-01 16:00:00+00:00
981,16,1926-01-23 08:00:00+00:00,1945-02-25 08:00:00+00:00
982,21,1937-12-07 08:00:00+00:00,1945-02-23 12:00:00+00:00
985,33,1930-07-01 16:00:00+00:00,1944-06-19 04:00:00+00:00
986,28,1928-10-01 20:00:00+00:00,1944-07-19 16:00:00+00:00
987,24,1928-10-01 16:00:00+00:00,1944-06-13 12:00:00+00:00
988,30,1930-01-23 16:00:00+00:00,1944-12-27 04:00:00+00:00
989,14,1928-09-28 20:00:00+00:00,1944-02-06 12:00:00+00:00
991,28,1926-02-11 08:00:00+00:00,1945-07-05 08:00:00+00:00
992,31,1927-06-06 08:00:00+00:00,1945-07-05 12:00:00+00:00
993,31,1926-01-31 08:00:00+00:00,1945-07-05 16:00:00+00:00
995,51,1934-09-27 16:00:00+00:00,1944-02-24 16:00:00+00:00
