,aq1201c004_ctd-aq1201c005_ctd,aq1201c005_ctd-aq1201c006_ctd,aq1201c006_ctd-aq1201c007_ctd,aq1201c007_ctd-aq1201c008_ctd,aq1201c008_ctd-aq1201c009_ctd,aq1201c009_ctd-aq1201c010_ctd,aq1201c010_ctd-aq1201c011_ctd
0,0.05467469314998152,-0.022994418975333945,0.020488271845536535,0.04446329786098029,0.11877925932736016,0.22284885083358738,0.13388762285135616
1,0.05508307839124728,-0.018570134294800884,0.023054013824726178,0.04491835030563243,0.11722546400212093,0.21407623467647707,0.12944863872897516
2,0.055491538127602734,-0.014145855321590368,0.02561962826491142,0.045373353390474366,0.1156712509670948,0.2053035993353963,0.12500957182050032
3,0.05590007235446601,-0.009735052101177418,0.028198702915314462,0.04584263000955954,0.11410408183921794,0.19651447382394122,0.1207692984983066
4,0.05550376308298971,-0.005600386390922818,0.030806242730410223,0.04629713574983222,0.11263685690282434,0.18767452103305662,0.1168792227301579
5,0.052124812771654615,-0.00188408474391759,0.033458741611603955,0.04669611613777443,0.11134798003326096,0.17873411054752336,0.11324806663890867
6,0.04492807307034423,0.0015226558553897613,0.03608352477469231,0.04713578020063145,0.10974976302811729,0.16995842511470993,0.10986500607092936
7,0.03552129546068725,0.004514010913752341,0.03860169553660539,0.0475875140766159,0.10779007327849574,0.1615671572471234,0.1067933146653092
8,0.024361822286967736,0.007010969598400783,0.0407907579394505,0.04821131696744684,0.10552694346984313,0.1533945009578165,0.10388473083577233
9,0.013206739124655439,0.008425653706658482,0.041997698484368504,0.049211756672682225,0.1030721882840697,0.14508400128374993,0.10094842578056944
10,0.0063512300889403414,0.006746326741405336,0.04170975948014057,0.05036560954164323,0.10103980054066945,0.1361499513792128,0.09814283199902857
11,0.0037915088242922237,0.003915794001165561,0.03854367455350236,0.051385957302347365,0.09930399952930678,0.1266716715966002,0.09566305343826408
12,0.0027745501131212925,0.0030700309497452903,0.03276270262926344,0.05166012881269067,0.09747966639555798,0.11695521001966862,0.09344777209438097
13,0.0022913315282414967,0.003037334289884461,0.02731951513882532,0.050655188300344885,0.09505596923507524,0.10709741082458402,0.0914063227650913
14,0.002009159638666315,0.0028912377854820575,0.02330363227915675,0.04860016960593859,0.09185564175089747,0.0971859531663578,0.08962069310448553
15,0.001765091884779742,0.0026994335460391794,0.02007319898381761,0.04601088974086276,0.08835672407525194,0.08717353763110888,0.08800561845169438
16,0.0015345298184405263,0.0024969641980343875,0.017270667383117583,0.04309792246360481,0.08479186206704925,0.07716305784447265,0.08641795476118472
17,0.0013200640117919007,0.0022838156174440735,0.014831545236780722,0.039969166719479456,0.08101776271053866,0.06731557917033822,0.08476423338460666
18,0.001131137836120318,0.0020551496290715826,0.012688734447898028,0.0371580348551753,0.07611576813132344,0.057660936272386235,0.08283420112264735
19,0.0009653132003830185,0.0018224762752203198,0.010844336514637582,0.03471934993909692,0.06992591827901341,0.048917223026238764,0.07990953748808131
20,0.000819892812320562,0.0015884140009017518,0.009333532900113045,0.03211661782066029,0.06342284323694652,0.04136605951032704,0.07578051459259312
21,0.0006939333198616338,0.0013447253123931185,0.008196095955551548,0.029170647234696825,0.05691635970386209,0.03428623718264697,0.07117063130399047
22,0.0005792417671416539,0.0011081304445720536,0.007281984374304386,0.026025223583967697,0.050393746738219766,0.02757862313750096,0.0661703540148199
23,0.00046787070024452865,0.0009149361586954153,0.006420405121663711,0.022792773144284153,0.04389545983668081,0.02187376557695208,0.06016663272804537
24,0.0003744317031701486,0.0007514516686209729,0.00556705834743912,0.019515250119120482,0.03745373051332527,0.01757091856282284,0.05281644241219869
25,0.000298331501217855,0.0006024101208376071,0.0046689419508831745,0.016258226859577826,0.03109456854822547,0.014138148284154202,0.04462249791853625
26,0.00022901422186730265,0.0004765900842197485,0.003743601729264723,0.013002476339630687,0.02482259836051484,0.010962931765964573,0.03610945922176031
27,0.0001655579868726826,0.00036140386589850486,0.002804909624598731,0.00974662216465007,0.018619337824660572,0.008018849311268457,0.027288522551062417
28,0.00010650931637169134,0.0002446954429235198,0.0018666021797372786,0.006492532534387538,0.012428608223356551,0.005276485741561801,0.018247837215808933
29,5.2305273919113684e-05,0.0001234557773740834,0.0009343157382987488,0.0032396974268072754,0.006223270762747936,0.002605561130806981,0.009154040291840445
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-5.357934239948892e-05,-0.0001222095115457218,-0.0009362474237196479,-0.003229206282057356,-0.0062204433479297536,-0.0025415125005487653,
32,-0.00010477606902392514,-0.0002470983586569435,-0.001870360883797699,-0.006459050000585343,-0.012375638713433357,-0.005046212071647342,
33,-0.00015282478071991664,-0.00037539874045964584,-0.0027929501531934477,-0.009700190875609978,-0.018440923841951434,-0.007556535910479207,
34,-0.00020216186016068329,-0.0005028282536030454,-0.003678259089672063,-0.01297882832258678,-0.024482163157879516,-0.010057786902569855,
35,-0.00025148242641076653,-0.0006301982977142059,-0.004506955081214412,-0.016310242046513913,-0.030520866323660117,-0.012556062212013637,
36,-0.00030020990357320244,-0.0007573920168984305,-0.005299641487657373,-0.019665042051662418,-0.03653528478004964,-0.01510481100718159,
37,-0.0003500504858471631,-0.0008834234325183393,-0.0060737361267748135,-0.023027240545147824,-0.04254788615468325,-0.01768005320401814,
38,-0.00040089574249822313,-0.00100863611566543,-0.006838667446491276,-0.02639634438147485,-0.04856817923772447,-0.02025303744312622,
39,-0.0004524054844400992,-0.0011329001601696938,-0.007604369410075011,-0.029766309652229025,-0.05458758200817043,-0.022826793408974987,
40,-0.0005046059782301379,-0.0012562963959267285,-0.0083703817453167,-0.03313781892521625,-0.060595565650664075,,
41,-0.0005565297124248847,-0.0013794018710363979,-0.009137483314085152,-0.03650410178452224,-0.06655777434535042,,
42,-0.0006086527157377794,-0.0015014863792953438,-0.009906283108930328,-0.03986579782376762,-0.072469460489766,,
43,-0.0006611177793624921,-0.001622985675750031,-0.010676473818959599,-0.043227044770762606,-0.07838102168774964,,
44,-0.0007139030380833888,-0.0017438872921128191,-0.01144746435642478,-0.04658741881870951,,,
45,-0.0007537204309439238,-0.001864804632227801,-0.012218977822308168,,,,
46,-0.0008035909936401289,-0.0019837085987851814,-0.01299193072282293,,,,
47,,,-0.013767886898781419,,,,
48,,,-0.014546170812734373,,,,
49,,,-0.015324637849724059,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
